exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,666,1,4,2,2,-99,-99
UNW01,666,2,4,2,2,-99,-99
UNW01,666,2,3,1,1,-99,-99
UNW01,666,1,3,2,2,-99,-99
