exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,473,2.0,3.0,2.0,1.0,0.0,2.0602789000004122
UNW01,473,1.0,3.0,1.0,1.0,0.0,1.3372715000004973
UNW01,473,1.0,4.0,1.0,1.0,1.0,1.0514389999998457
UNW01,473,1.0,3.0,1.0,1.0,1.0,0.6884505999996691
