exp_code,pNum,cue1,cue2,cueOrder,cueRelevant,instruction,corRespKey,incRespKey,accuracy,RT
SAC09,955,1,4,2,2,1,m,k,1,3.747510000001057
SAC09,955,2,3,2,2,1,a,m,0,1.600137800000084
SAC09,955,1,3,2,2,1,z,a,0,1.5167443999998795
SAC09,955,1,4,1,1,1,k,z,0,1.0448049000005994
