exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,798,2.0,4.0,2.0,1.0,0.0,0.9393930999995064
UNW01,798,1.0,4.0,1.0,1.0,1.0,0.8382731000001513
UNW01,798,2.0,4.0,2.0,1.0,0.0,0.7004752000002554
UNW01,798,1.0,4.0,1.0,1.0,1.0,4.576573199999984
