exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,791,1.0,3.0,1.0,1.0,1.0,4.057433300000412
UNW01,791,2.0,3.0,2.0,1.0,1.0,9.54830690000017
UNW01,791,1.0,3.0,1.0,1.0,1.0,1.4080642999997508
UNW01,791,2.0,3.0,2.0,1.0,0.0,3.8074073000007047
