exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,646,2.0,4.0,2.0,1.0,0.0,1.8996181000002252
UNW01,646,2.0,3.0,2.0,1.0,0.0,1.302697399999488
UNW01,646,1.0,3.0,1.0,1.0,1.0,0.8343805000004068
UNW01,646,1.0,3.0,1.0,1.0,1.0,0.720780300000115
