exp_code,pNum,cue1,cue2,cueOrder,cueRelevant,instruction,corRespKey,incRespKey,accuracy,RT
SAC09,555,2,3,1,1,1,a,m,1,2.315867999999682
SAC09,555,1,3,2,2,1,k,m,1,1.8216326000001573
SAC09,555,1,4,2,2,1,a,m,1,2.0439845000000787
SAC09,555,2,4,1,1,1,a,k,0,1.601736799999344
