exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,343,1.0,3.0,1.0,1.0,1.0,1.658743200000572
UNW01,343,2.0,3.0,2.0,1.0,0.0,0.7756714000006468
UNW01,343,1.0,3.0,1.0,1.0,0.0,0.5295320000004722
UNW01,343,2.0,4.0,2.0,1.0,0.0,0.6049104999992778
