exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,481,2.0,4.0,2.0,1.0,0.0,1.3460698999997476
UNW01,481,1.0,3.0,1.0,1.0,1.0,1.4917456000002858
UNW01,481,2.0,3.0,2.0,1.0,0.0,3.023603699999512
UNW01,481,1.0,4.0,1.0,1.0,0.0,1.628819100000328
