exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,856,2.0,4.0,2.0,1.0,0.0,1.6228401999997004
UNW01,856,1.0,3.0,1.0,1.0,1.0,0.9896468999995705
UNW01,856,1.0,4.0,1.0,1.0,0.0,0.7496554000008473
UNW01,856,2.0,4.0,2.0,1.0,0.0,1.0878009000007296
