exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,175,1.0,4.0,1.0,1.0,1.0,1.013605699999971
UNW01,175,2.0,4.0,2.0,1.0,0.0,1.9726384000005055
UNW01,175,2.0,3.0,2.0,1.0,0.0,6.6932487000003675
UNW01,175,2.0,4.0,2.0,1.0,0.0,3.6528324999999313
