exp_code,pNum,cue1,cue2,outcome,certainty,accuracy,RT
UNW01,826,2.0,3.0,2.0,2.0,0.0,1.3081970999992336
UNW01,826,2.0,3.0,1.0,1.0,0.0,0.8553308000009565
UNW01,826,2.0,4.0,2.0,2.0,1.0,0.4858109999986482
UNW01,826,1.0,4.0,1.0,1.0,1.0,0.49833679999937885
